COUNTY,POP1990,MIDDLE1990,HS1990,COLLEGE1990,BACHELOR1990,GRADUATE1990,MIDDLE1990,HS1990,COLLEGE1990,BACHELOR1990,GRADUATE1990
Ripley ,15331,4781,10550,3674,1505,612,0.311851804,0.688148196,0.239645163,0.098167112,0.039919118
Rush ,11404,3012,8392,2901,992,444,0.264117853,0.735882147,0.254384427,0.086987022,0.038933707
St. Joseph ,154443,36969,117474,64299,29689,12510,0.239369865,0.760630135,0.416328354,0.192232733,0.081000758
Scott ,13060,5225,7835,2805,868,428,0.40007657,0.59992343,0.214777948,0.066462481,0.032771822
Shelby ,25585,6620,18965,7582,2537,948,0.258745359,0.741254641,0.296345515,0.099159664,0.037052961
Spencer ,12509,3512,8997,3482,1146,556,0.280757854,0.719242146,0.278359581,0.091614038,0.044447997
Starke ,14260,5716,8544,3062,854,429,0.400841515,0.599158485,0.214726508,0.059887798,0.030084151
Steuben ,17256,3624,13632,6045,2154,940,0.210013908,0.789986092,0.350312935,0.124826147,0.054473806
Sullivan ,12602,3268,9334,3567,1258,520,0.259323917,0.740676083,0.283050309,0.099825425,0.041263292
Switzerland ,5015,1715,3300,1036,283,159,0.341974078,0.658025922,0.206580259,0.056430708,0.031704885
Tippecanoe ,69148,10249,58899,36979,21217,10550,0.148218314,0.851781686,0.534780471,0.306834616,0.152571296
Tipton ,10511,2414,8097,3295,1033,512,0.229664161,0.770335839,0.313481115,0.098277994,0.048710874
Union ,4397,1264,3133,1220,371,172,0.287468729,0.712531271,0.277461906,0.084375711,0.03911758
Vanderburgh ,109217,27081,82136,42787,17473,7071,0.247955904,0.752044096,0.391761356,0.159984252,0.064742668
Vermillion ,11163,3119,8044,3083,867,394,0.279405178,0.720594822,0.276180238,0.077667294,0.035295172
Vigo ,66140,15884,50256,26290,11944,5789,0.240157242,0.759842758,0.397490172,0.180586634,0.087526459
Wabash ,22008,5637,16371,6553,2573,1097,0.256134133,0.743865867,0.297755362,0.116912032,0.049845511
Warren ,5403,1534,3869,1370,507,164,0.283916343,0.716083657,0.253562835,0.093836757,0.030353507
Warrick ,28368,5638,22730,12075,4587,1660,0.198745065,0.801254935,0.425655668,0.161696277,0.058516638
Washington ,14989,5071,9918,3601,1023,432,0.338314764,0.661685236,0.240242845,0.06825005,0.028821135
Wayne ,46603,13401,33202,14791,5288,2393,0.287556595,0.712443405,0.317383001,0.11346909,0.051348626
Wells ,16396,3443,12953,5416,1981,916,0.209990242,0.790009758,0.330324469,0.120822152,0.055867285
White ,15292,3383,11909,4608,1642,790,0.221226785,0.778773215,0.301334031,0.107376406,0.051660999
Whitley ,17369,3669,13700,5878,1521,733,0.211238413,0.788761587,0.338419022,0.087569808,0.042201624
Adair ,5769,1298,4471,1849,566,124,0.224995666,0.775004334,0.320506154,0.098110591,0.021494193
Adams ,3438,788,2650,1108,322,115,0.229203025,0.770796975,0.322280396,0.093659104,0.03344968
Allamakee ,9185,2216,6969,2589,820,279,0.241262929,0.758737071,0.281872618,0.089275993,0.030375612
Appanoose ,9244,2578,6666,3063,1060,276,0.2788836,0.7211164,0.331350065,0.114668974,0.029857205
Audubon ,5058,1431,3627,1464,494,135,0.282918149,0.717081851,0.289442467,0.097667062,0.026690391
Benton ,14547,3176,11371,4820,1402,348,0.218326803,0.781673197,0.331339795,0.09637726,0.023922458
Black Hawk ,75401,14811,60590,30645,13061,4276,0.196429756,0.803570244,0.40642697,0.173220514,0.056710123
Boone ,17075,3279,13796,6843,2345,583,0.192035139,0.807964861,0.400761347,0.137335286,0.034143485
Bremer ,14390,3089,11301,5362,2174,633,0.21466296,0.78533704,0.372619875,0.151077137,0.043988881
Buchanan ,12927,2791,10136,4048,1443,373,0.215904696,0.784095304,0.313143034,0.111626828,0.028854336
Buena Vista ,12528,2246,10282,5240,1905,448,0.179278416,0.820721584,0.418263091,0.152059387,0.035759898
Butler ,10567,2980,7587,3184,994,264,0.282010031,0.717989969,0.301315416,0.094066433,0.024983439
Calhoun ,8037,1694,6343,2884,932,248,0.210775165,0.789224835,0.358840363,0.115963668,0.030857285
Carroll ,13537,3442,10095,4508,1527,404,0.254266086,0.745733914,0.333013223,0.11280195,0.029844131
Cass ,10383,2003,8380,3803,1301,367,0.19291149,0.80708851,0.36627179,0.125300973,0.035346239
Cedar ,11557,2387,9170,4248,1474,390,0.20654149,0.79345851,0.367569438,0.12754175,0.033745782
Cerro Gordo ,30988,5797,25191,14392,4803,1432,0.187072415,0.812927585,0.464437847,0.154995482,0.046211437
Cherokee ,9425,1761,7664,3313,1015,246,0.186843501,0.813156499,0.351511936,0.107692308,0.026100796
Chickasaw ,8704,2157,6547,2502,859,223,0.247817096,0.752182904,0.287454044,0.098690257,0.025620404
Clarke ,5561,1243,4318,1689,491,124,0.223520949,0.776479051,0.303722352,0.088293472,0.022298148
Clay ,11470,1743,9727,5000,1661,279,0.151961639,0.848038361,0.435919791,0.144812554,0.024324324
Clayton ,12463,3173,9290,3412,1123,311,0.254593597,0.745406403,0.27377036,0.090106716,0.024953863
Clinton ,33363,7547,25816,12405,4307,1159,0.226208674,0.773791326,0.371819081,0.129095105,0.034739082
Crawford ,10878,2988,7890,2982,1070,288,0.274682846,0.725317154,0.274131274,0.09836367,0.026475455
Dallas ,19388,3184,16204,8298,3156,793,0.164225294,0.835774706,0.427996699,0.162781102,0.040901589
Davis ,5444,1531,3913,1685,569,154,0.281227039,0.718772961,0.309515062,0.104518736,0.028288024
Decatur ,5230,1475,3755,1607,642,261,0.282026769,0.717973231,0.307265774,0.122753346,0.049904398
Delaware ,11154,2422,8732,3434,1232,318,0.217141833,0.782858167,0.307871616,0.110453649,0.028509952
Des Moines ,28106,5934,22172,10946,3580,1098,0.211129296,0.788870704,0.389454209,0.127374938,0.039066392
Dickinson ,10513,1670,8843,4740,1843,520,0.158850946,0.841149054,0.450870351,0.175306763,0.04946257
Dubuque ,53689,11950,41739,19334,9004,2743,0.222578182,0.777421818,0.36011101,0.167706607,0.05109054
Emmet ,7442,1616,5826,2874,818,182,0.217145929,0.782854071,0.386186509,0.109916689,0.024455791
Fayette ,14351,3358,10993,4685,1696,498,0.233990663,0.766009337,0.326458087,0.118179918,0.034701415
Floyd ,11371,2385,8986,4087,1388,422,0.209744086,0.790255914,0.359423094,0.122064902,0.037111951
Franklin ,7783,1601,6182,3140,956,260,0.205704741,0.794295259,0.403443402,0.122831813,0.033406142
Fremont ,5589,1245,4344,2010,631,147,0.222758991,0.777241009,0.359634997,0.11290034,0.026301664
Greene ,6990,1315,5675,2579,956,241,0.188125894,0.811874106,0.368955651,0.13676681,0.034477825
Grundy ,8259,1691,6568,3007,1014,241,0.204746337,0.795253663,0.364087662,0.122775154,0.029180288
Guthrie ,7549,1662,5887,2413,745,220,0.220161611,0.779838389,0.319644986,0.098688568,0.029142933
Hamilton ,10930,2241,8689,4287,1395,315,0.205032022,0.794967978,0.392223239,0.127630375,0.028819762
Hancock ,8252,1780,6472,3235,850,227,0.215705284,0.784294716,0.392026175,0.103005332,0.027508483
Hardin ,12808,2757,10051,5104,1593,419,0.21525609,0.78474391,0.398500937,0.12437539,0.032713929
Harrison ,9755,2325,7430,3100,890,240,0.238339313,0.761660687,0.317785751,0.091235264,0.024602768
Henry ,12453,2608,9845,4904,1805,479,0.209427447,0.790572553,0.393800691,0.144944993,0.038464627
Howard ,6627,1796,4831,1899,543,138,0.271012525,0.728987475,0.286555002,0.081937528,0.020823902
Humboldt ,7382,1475,5907,2688,853,227,0.199810349,0.800189651,0.364128962,0.115551341,0.030750474
Ida ,5546,1336,4210,1761,610,94,0.240894338,0.759105662,0.317526145,0.109989181,0.016949153
Iowa ,9904,2341,7563,3188,1101,309,0.236369144,0.763630856,0.321890145,0.111167205,0.031199515
Jackson ,12841,3567,9274,3635,1289,385,0.277782104,0.722217896,0.283077642,0.10038159,0.029982089
Jasper ,23226,5202,18024,7763,2959,727,0.223973134,0.776026866,0.334237492,0.127400327,0.031301128
Jefferson ,11209,1988,9221,5433,2965,1253,0.177357481,0.822642519,0.484699795,0.264519582,0.111785173
Johnson ,53053,4990,48063,36749,23336,10591,0.094056887,0.905943113,0.692684674,0.439862025,0.199630558
Jones ,12851,2743,10108,4445,1364,361,0.213446424,0.786553576,0.34588748,0.1061396,0.028091199
Keokuk ,7845,1822,6023,2348,735,190,0.232249841,0.767750159,0.299298917,0.093690249,0.024219248
Kossuth ,12372,2580,9792,4804,1462,354,0.208535403,0.791464597,0.388296153,0.118170061,0.028612997
Lee ,25792,5794,19998,8679,2766,880,0.2246433,0.7753567,0.33649969,0.107242556,0.034119107
Linn ,107886,16312,91574,54037,23233,6142,0.151196633,0.848803367,0.50087129,0.215347682,0.056930464
Louisa ,7427,1760,5667,2331,685,179,0.236973206,0.763026794,0.313854854,0.092231049,0.024101252
Lucas ,6193,1419,4774,1773,587,120,0.229129663,0.770870337,0.286290974,0.094784434,0.019376716
Lyon ,7520,2229,5291,2327,768,174,0.296409574,0.703590426,0.309441489,0.10212766,0.023138298
Madison ,8174,1506,6668,2934,982,289,0.184242721,0.815757279,0.35894299,0.12013702,0.035356007
Mahaska ,13858,3493,10365,4581,1814,543,0.252056574,0.747943426,0.330567181,0.13089912,0.039183143
Marion ,18789,4946,13843,6332,2425,651,0.263239129,0.736760871,0.337005695,0.129064878,0.034647932
Marshall ,25635,4657,20978,10947,4040,1180,0.181665691,0.818334309,0.427033353,0.157597035,0.046030817
Mills ,8608,2057,6551,3177,1088,254,0.238963755,0.761036245,0.369075279,0.126394052,0.029507435
Mitchell ,7365,1770,5595,2428,814,177,0.240325866,0.759674134,0.329667346,0.110522743,0.024032587
Monona ,7046,1902,5144,2005,727,166,0.269940392,0.730059608,0.284558615,0.103179109,0.023559466
Monroe ,5467,1332,4135,1729,437,164,0.24364368,0.75635632,0.316261204,0.07993415,0.029998171
Montgomery ,8300,1663,6637,3054,1059,234,0.200361446,0.799638554,0.367951807,0.127590361,0.028192771
Muscatine ,25240,6321,18919,9328,3279,889,0.250435816,0.749564184,0.369572108,0.129912837,0.03522187
O'Brien ,10290,2722,7568,3775,1299,379,0.264528669,0.735471331,0.36686103,0.126239067,0.036831876
Osceola ,4797,1336,3461,1520,478,180,0.2785074,0.7214926,0.316864707,0.099645612,0.037523452
Page ,11454,2502,8952,4142,1551,450,0.218438973,0.781561027,0.361620395,0.13541121,0.039287585
Palo Alto ,7024,1625,5399,2745,900,194,0.231349658,0.768650342,0.390802961,0.128132118,0.02761959
Plymouth ,14593,3211,11382,5497,2196,612,0.220037004,0.779962996,0.376687453,0.150483108,0.041937915
Pocahontas ,6590,1313,5277,2602,844,206,0.199241275,0.800758725,0.394840668,0.128072838,0.031259484
Polk ,209165,30479,178686,110149,49930,15189,0.145717496,0.854282504,0.526612961,0.238711065,0.072617312
Pottawattamie ,52964,12109,40855,19076,5832,1747,0.228626992,0.771373008,0.360169172,0.110112529,0.032984669
Poweshiek ,11992,2204,9788,4316,1943,756,0.183789193,0.816210807,0.359906604,0.162024683,0.063042028
Ringgold ,3840,844,2996,1279,394,140,0.219791667,0.780208333,0.333072917,0.102604167,0.036458333
Sac ,8339,1891,6448,2951,1060,233,0.226765799,0.773234201,0.353879362,0.127113563,0.027941
Scott ,94114,17460,76654,46157,20583,5995,0.185519689,0.814480311,0.490437129,0.21870285,0.063699343
Shelby ,8846,1856,6990,3020,1131,274,0.209812345,0.790187655,0.341397242,0.127854397,0.030974452
Sioux ,17175,4854,12321,6356,2481,855,0.282620087,0.717379913,0.37007278,0.144454148,0.049781659
Story ,38328,3434,34894,25299,14703,6635,0.089595074,0.910404926,0.660065748,0.383609894,0.173111042
Tama ,11606,2808,8798,3793,1304,332,0.241943822,0.758056178,0.326813717,0.112355678,0.028605894
Taylor ,4872,1217,3655,1363,422,134,0.249794745,0.750205255,0.279761905,0.086617406,0.027504105
Union ,8378,1763,6615,3058,1069,321,0.210432084,0.789567916,0.365003581,0.127596085,0.038314634
Van Buren ,5140,1299,3841,1413,494,130,0.252723735,0.747276265,0.274902724,0.096108949,0.025291829
Wapello ,24026,6197,17829,8177,2633,854,0.25792891,0.74207109,0.340339632,0.109589611,0.035544826
Warren ,22163,2876,19287,9577,3584,979,0.129765826,0.870234174,0.432116591,0.16171096,0.04417272
Washington ,12949,2985,9964,4359,1511,384,0.230519731,0.769480269,0.336628311,0.116688547,0.0296548
Wayne ,5002,1416,3586,1347,419,137,0.283086765,0.716913235,0.269292283,0.083766493,0.027389044
Webster ,26493,5729,20764,10778,3637,1019,0.216245801,0.783754199,0.406824444,0.137281546,0.03846299
Winnebago ,7895,1691,6204,3475,1107,205,0.214186194,0.785813806,0.440151995,0.140215326,0.025965801
Winneshiek ,12385,2918,9467,4361,2118,624,0.23560759,0.76439241,0.352119499,0.171013323,0.050383528
Woodbury ,61309,13270,48039,24857,10220,2971,0.216444568,0.783555432,0.405438027,0.16669657,0.048459443
Worth ,5471,1208,4263,2132,598,138,0.220800585,0.779199415,0.389691099,0.109303601,0.025223908
Wright ,9891,2214,7677,3859,1118,276,0.223839854,0.776160146,0.390152664,0.113032049,0.027904155
Allen ,9445,2434,7011,3722,1170,402,0.257702488,0.742297512,0.394070937,0.123875066,0.042562202
Anderson ,5196,1547,3649,1550,421,161,0.297729022,0.702270978,0.29830639,0.081023865,0.030985373
Atchison ,10442,2350,8092,3330,1389,626,0.225052672,0.774947328,0.318904424,0.133020494,0.059950201
Barber ,3996,825,3171,1614,516,116,0.206456456,0.793543544,0.403903904,0.129129129,0.029029029
Barton ,19121,4212,14909,8723,2602,739,0.220281366,0.779718634,0.45619999,0.136080749,0.038648606
Bourbon ,9847,2571,7276,3946,1381,542,0.26109475,0.73890525,0.400731187,0.14024576,0.055042145
Brown ,7347,1590,5757,2680,917,266,0.216414863,0.783585137,0.364774738,0.124812849,0.036205254
Butler ,32125,6094,26031,15064,5467,1692,0.189696498,0.810303502,0.468918288,0.170178988,0.052669261
Chase ,2084,460,1624,765,284,91,0.220729367,0.779270633,0.367082534,0.136276392,0.043666027
Chautauqua ,3162,934,2228,1097,335,81,0.295382669,0.704617331,0.346932321,0.105945604,0.025616698
Cherokee ,13847,4132,9715,4410,1433,554,0.298403986,0.701596014,0.318480537,0.10348812,0.040008666
Cheyenne ,2307,596,1711,875,306,61,0.25834417,0.74165583,0.379280451,0.132639792,0.026441266
Clark ,1717,284,1433,889,300,95,0.165404776,0.834595224,0.517763541,0.174723355,0.055329062
Clay ,6309,1403,4906,2304,836,263,0.222380726,0.777619274,0.365192582,0.132509114,0.04168648
Cloud ,7494,1801,5693,2954,1037,425,0.240325594,0.759674406,0.394182012,0.138377369,0.056712036
Coffey ,5589,1289,4300,2002,752,176,0.230631598,0.769368402,0.358203614,0.134550009,0.031490428
Comanche ,1626,358,1268,689,242,83,0.220172202,0.779827798,0.423739237,0.148831488,0.05104551
Cowley ,23837,5504,18333,10768,3561,1202,0.23090154,0.76909846,0.451734698,0.149389604,0.050425809
Crawford ,22641,5723,16918,10004,4240,1698,0.252771521,0.747228479,0.441853275,0.18727088,0.074996687
Decatur ,2822,608,2214,1157,385,104,0.215450035,0.784549965,0.409992913,0.136428065,0.036853296
Dickinson ,12731,2585,10146,4594,1517,581,0.203047679,0.796952321,0.360851465,0.119157961,0.045636635
Doniphan ,5167,1393,3774,1714,503,165,0.26959551,0.73040449,0.331720534,0.097348558,0.031933424
Douglas ,42308,4722,37586,26917,16264,7072,0.111610097,0.888389903,0.636215373,0.384419022,0.167155148
Edwards ,2649,628,2021,1046,348,82,0.237070593,0.762929407,0.394865987,0.131370328,0.030955077
Elk ,2421,792,1629,756,253,78,0.327137546,0.672862454,0.312267658,0.104502272,0.032218092
Ellis ,15396,2983,12413,7676,3610,1019,0.193751624,0.806248376,0.498571057,0.234476487,0.066186022
Ellsworth ,4568,1071,3497,1883,585,184,0.234457093,0.765542907,0.412215412,0.128064799,0.04028021
Finney ,18051,5253,12798,7939,2593,881,0.291008808,0.708991192,0.439809429,0.143648551,0.04880616
Ford ,16197,3786,12411,7842,2935,951,0.23374699,0.76625301,0.484163734,0.181206396,0.058714577
Franklin ,13922,3186,10736,4796,1797,589,0.22884643,0.77115357,0.344490734,0.129076282,0.04230714
Geary ,16214,2696,13518,7346,2371,832,0.166276058,0.833723942,0.453065252,0.146231652,0.05131368
Gove ,2215,463,1752,938,302,72,0.209029345,0.790970655,0.423476298,0.136343115,0.032505643
Graham ,2456,552,1904,1109,349,74,0.2247557,0.7752443,0.451547231,0.142100977,0.030130293
Grant ,4116,1023,3093,1681,561,207,0.248542274,0.751457726,0.40840622,0.136297376,0.050291545
Gray ,3266,1000,2266,1296,413,79,0.306184936,0.693815064,0.396815677,0.126454378,0.02418861
Greeley ,1128,199,929,498,189,72,0.17641844,0.82358156,0.441489362,0.167553191,0.063829787
Greenwood ,5490,1365,4125,1794,569,182,0.24863388,0.75136612,0.326775956,0.103642987,0.033151184
Hamilton ,1639,436,1203,665,211,33,0.266015863,0.733984137,0.405735204,0.128737035,0.020134228
Harper ,4964,1083,3881,1787,540,147,0.21817083,0.78182917,0.359991942,0.108783239,0.029613215
Harvey ,19969,3745,16224,9464,4054,1330,0.187540688,0.812459312,0.473934599,0.203014673,0.066603235
Haskell ,2318,553,1765,1008,311,77,0.238567731,0.761432269,0.434857636,0.134167386,0.033218292
Hodgeman ,1475,222,1253,704,255,73,0.150508475,0.849491525,0.477288136,0.172881356,0.049491525
Jackson ,7389,1419,5970,2364,768,234,0.192042225,0.807957775,0.319935039,0.103938287,0.031668697
Jefferson ,10399,1973,8426,3744,1404,483,0.189729782,0.810270218,0.360034619,0.135012982,0.046446774
Jewell ,3055,588,2467,1217,357,96,0.192471358,0.807528642,0.398363339,0.11685761,0.031423895
Johnson ,230732,16484,214248,164290,93401,28662,0.071442193,0.928557807,0.712038209,0.404802975,0.124222041
Kearny ,2397,627,1770,1072,300,103,0.261576971,0.738423029,0.447225699,0.125156446,0.04297038
Kingman ,5545,1250,4295,2244,662,164,0.225428314,0.774571686,0.404688909,0.119386835,0.029576195
Kiowa ,2481,547,1934,1132,362,103,0.220475615,0.779524385,0.456267634,0.145908908,0.041515518
Labette ,15347,3966,11381,6416,1859,820,0.258421841,0.741578159,0.418062162,0.121131166,0.053430638
Lane ,1604,303,1301,751,285,96,0.188902743,0.811097257,0.468204489,0.177680798,0.059850374
Leavenworth ,42005,6511,35494,21492,10051,4603,0.155005357,0.844994643,0.511653375,0.239281038,0.109582193
Lincoln ,2637,590,2047,1062,307,99,0.223739097,0.776260903,0.402730375,0.116420174,0.037542662
Linn ,5594,1461,4133,1751,579,164,0.261172685,0.738827315,0.313013944,0.103503754,0.029317125
Logan ,2089,453,1636,869,333,75,0.216850168,0.783149832,0.415988511,0.159406415,0.035902346
Lyon ,19815,3596,16219,9248,4244,1614,0.181478678,0.818521322,0.466717133,0.214181176,0.081453444
McPherson ,17413,3796,13617,7800,3032,806,0.217998047,0.782001953,0.447941193,0.174122782,0.046287257
Marion ,8808,2307,6501,3258,1310,455,0.261920981,0.738079019,0.369891008,0.148728429,0.051657584
Marshall ,8001,1798,6203,2334,814,231,0.22472191,0.77527809,0.291713536,0.101737283,0.028871391
Meade ,2840,582,2258,1312,485,122,0.204929577,0.795070423,0.461971831,0.170774648,0.042957746
Miami ,15144,3259,11885,5693,1997,702,0.21520074,0.78479926,0.375924459,0.131867406,0.046354992
Mitchell ,4804,836,3968,2039,758,257,0.174021649,0.825978351,0.424437968,0.157785179,0.053497086
Montgomery ,25490,6888,18602,10729,3464,1134,0.270223617,0.729776383,0.420910161,0.13589643,0.044488035
Morris ,4258,816,3442,1552,532,211,0.191639267,0.808360733,0.364490371,0.124941287,0.049553781
Morton ,2148,519,1629,792,348,95,0.241620112,0.758379888,0.368715084,0.162011173,0.044227188
Nemaha ,6777,1650,5127,1839,832,296,0.243470562,0.756529438,0.271359008,0.122768187,0.043677143
Neosho ,11258,2568,8690,4844,1296,410,0.228104459,0.771895541,0.430271807,0.115118138,0.036418547
